통화코드,적용시작일,매매기준율
USD,2022-09-06,1375
KRW,2022-09-06,1
CNY,2022-09-06,197.72
JPY,2022-09-06,974.83
CNY,2022-09-07,198.15
JPY,2022-09-07,963.15
KRW,2022-09-07,1
USD,2022-09-07,1386
CNY,2022-09-08,197.24
JPY,2022-09-08,958.96
KRW,2022-09-08,1
USD,2022-09-08,1382
USD,2022-09-13,1375
KRW,2022-09-13,1
CNY,2022-09-13,198.52
JPY,2022-09-13,963.73
CNY,2022-09-14,201
JPY,2022-09-14,968.75
KRW,2022-09-14,1
USD,2022-09-14,1392
CNY,2022-09-15,199.8
JPY,2022-09-15,975.56
KRW,2022-09-15,1
USD,2022-09-15,1395
USD,2022-09-16,1388
CNY,2022-09-16,199.88
JPY,2022-09-16,968.26
KRW,2022-09-16,1
CNY,2022-09-19,198.43
JPY,2022-09-19,974.71
KRW,2022-09-19,1
USD,2022-09-19,1393
CNY,2022-09-20,198.39
JPY,2022-09-20,969.76
KRW,2022-09-20,1
USD,2022-09-20,1390
USD,2022-09-21,1393
KRW,2022-09-21,1
CNY,2022-09-21,198.49
JPY,2022-09-21,969.89
CNY,2022-09-22,198.19
JPY,2022-09-22,975.34
KRW,2022-09-22,1
USD,2022-09-22,1413
CNY,2022-09-23,198.79
JPY,2022-09-23,991.25
KRW,2022-09-23,1
USD,2022-09-23,1411
USD,2022-09-26,1432
CNY,2022-09-26,199.21
JPY,2022-09-26,994.03
KRW,2022-09-26,1
CNY,2022-09-27,200.6
JPY,2022-09-27,984.16
KRW,2022-09-27,1
USD,2022-09-27,1423
CNY,2022-09-28,198.67
JPY,2022-09-28,995.65
KRW,2022-09-28,1
USD,2022-09-28,1442
USD,2022-09-29,1436
CNY,2022-09-29,197.77
JPY,2022-09-29,995.32
KRW,2022-09-29,1
CNY,2022-09-30,200.85
JPY,2022-09-30,990.62
KRW,2022-09-30,1
USD,2022-09-30,1431
KRW,2022-10-04,1
USD,2022-10-04,1429
CNY,2022-10-04,201.38
JPY,2022-10-04,989.24
JPY,2022-10-05,980.94
USD,2022-10-05,1413
CNY,2022-10-05,199.13
KRW,2022-10-05,1
CNY,2022-10-06,199.13
JPY,2022-10-06,969.55
KRW,2022-10-06,1
USD,2022-10-06,1401
CNY,2022-10-07,197.87
JPY,2022-10-07,973.96
KRW,2022-10-07,1
USD,2022-10-07,1412
USD,2022-10-11,1437
CNY,2022-10-11,199.74
JPY,2022-10-11,986.65
KRW,2022-10-11,1
CNY,2022-10-12,199.71
JPY,2022-10-12,975.76
KRW,2022-10-12,1
USD,2022-10-12,1423
KRW,2022-10-13,1
USD,2022-10-13,1429
CNY,2022-10-13,198.62
JPY,2022-10-13,973.93
CNY,2022-10-14,199.57
JPY,2022-10-14,968.87
KRW,2022-10-14,1
USD,2022-10-14,1427
CNY,2022-10-17,200.53
JPY,2022-10-17,965.1
KRW,2022-10-17,1
USD,2022-10-17,1434
USD,2022-10-18,1420
KRW,2022-10-18,1
CNY,2022-10-18,198.99
JPY,2022-10-18,952.96
CNY,2022-10-19,197.86
JPY,2022-10-19,955.41
KRW,2022-10-19,1
USD,2022-10-19,1425
CNY,2022-10-20,198.66
JPY,2022-10-20,955.72
KRW,2022-10-20,1
USD,2022-10-20,1432
USD,2022-10-21,1439
JPY,2022-10-21,958.28
CNY,2022-10-21,198.29
KRW,2022-10-21,1
CNY,2022-10-24,197.28
JPY,2022-10-24,969.83
KRW,2022-10-24,1
USD,2022-10-24,1437
CNY,2022-10-25,198.96
JPY,2022-10-25,962.97
KRW,2022-10-25,1
USD,2022-10-25,1433
USD,2022-10-26,1424
KRW,2022-10-26,1
CNY,2022-10-26,196.44
JPY,2022-10-26,961.48
CNY,2022-10-27,197
JPY,2022-10-27,975.69
KRW,2022-10-27,1
USD,2022-10-27,1417
CNY,2022-10-28,196.58
JPY,2022-10-28,971.89
KRW,2022-10-28,1
USD,2022-10-28,1421
USD,2022-10-31,1422
CNY,2022-10-31,196.08
JPY,2022-10-31,963.02
KRW,2022-10-31,1
CNY,2022-11-01,195.41
JPY,2022-11-01,955.95
KRW,2022-11-01,1
USD,2022-11-01,1415
CNY,2022-11-02,194.71
JPY,2022-11-02,961.59
KRW,2022-11-02,1
USD,2022-11-02,1417
USD,2022-11-03,1421
CNY,2022-11-03,195.48
JPY,2022-11-03,965.03
KRW,2022-11-03,1
CNY,2022-11-04,195.17
JPY,2022-11-04,955.95
KRW,2022-11-04,1
USD,2022-11-04,1417
KRW,2022-11-07,1
USD,2022-11-07,1400
CNY,2022-11-07,195.41
JPY,2022-11-07,952.61
JPY,2022-11-08,944.46
KRW,2022-11-08,1
USD,2022-11-08,1385
CNY,2022-11-08,192.69
CNY,2022-11-09,189.82
JPY,2022-11-09,936.75
KRW,2022-11-09,1
USD,2022-11-09,1364
USD,2022-11-10,1376
CNY,2022-11-10,189.46
JPY,2022-11-10,939.47
KRW,2022-11-10,1
CNY,2022-11-11,187.84
JPY,2022-11-11,929.67
KRW,2022-11-11,1
USD,2022-11-11,1318
CNY,2022-11-14,184.86
JPY,2022-11-14,952.72
KRW,2022-11-14,1
USD,2022-11-14,1326
USD,2022-11-15,1320
KRW,2022-11-15,1
CNY,2022-11-15,187.17
JPY,2022-11-15,942.62
CNY,2022-11-16,186.96
JPY,2022-11-16,945.21
KRW,2022-11-16,1
USD,2022-11-16,1325
CNY,2022-11-17,188.61
JPY,2022-11-17,958.97
KRW,2022-11-17,1
USD,2022-11-17,1337
USD,2022-11-18,1339
KRW,2022-11-18,1
CNY,2022-11-18,187.67
JPY,2022-11-18,954.72
CNY,2022-11-21,188.22
JPY,2022-11-21,966.6
KRW,2022-11-21,1
USD,2022-11-21,1356
CNY,2022-11-22,189.81
JPY,2022-11-22,954.56
KRW,2022-11-22,1
USD,2022-11-22,1356
USD,2022-11-23,1353
CNY,2022-11-23,189.5
JPY,2022-11-23,958.45
KRW,2022-11-23,1
CNY,2022-11-24,187.42
JPY,2022-11-24,954.99
KRW,2022-11-24,1
USD,2022-11-24,1326
CNY,2022-11-25,185.69
JPY,2022-11-25,954.54
KRW,2022-11-25,1
USD,2022-11-25,1324
USD,2022-11-28,1340
KRW,2022-11-28,1
CNY,2022-11-28,186.46
JPY,2022-11-28,966.32
CNY,2022-11-29,186.04
JPY,2022-11-29,956.98
KRW,2022-11-29,1
USD,2022-11-29,1329
CNY,2022-11-30,185.22
JPY,2022-11-30,949.81
KRW,2022-11-30,1
USD,2022-11-30,1318
USD,2022-12-01,1298
CNY,2022-12-01,183.58
JPY,2022-12-01,949.32
KRW,2022-12-01,1
CNY,2022-12-02,185.12
JPY,2022-12-02,961.15
KRW,2022-12-02,1
USD,2022-12-02,1300
CNY,2022-12-05,184.92
JPY,2022-12-05,958.86
KRW,2022-12-05,1
USD,2022-12-05,1290
USD,2022-12-06,1318
CNY,2022-12-06,187.59
JPY,2022-12-06,963.77
KRW,2022-12-06,1
CNY,2022-12-07,188.68
JPY,2022-12-07,963.96
KRW,2022-12-07,1
USD,2022-12-07,1320
KRW,2022-12-08,1
USD,2022-12-08,1319
CNY,2022-12-08,188.62
JPY,2022-12-08,966.76
JPY,2022-12-09,955.91
USD,2022-12-09,1301
CNY,2022-12-09,189.03
KRW,2022-12-09,1
CNY,2022-12-12,187.4
JPY,2022-12-12,956.77
KRW,2022-12-12,1
USD,2022-12-12,1308
CNY,2022-12-13,187.32
JPY,2022-12-13,947.26
KRW,2022-12-13,1
USD,2022-12-13,1303
USD,2022-12-14,1298
CNY,2022-12-14,185.76
JPY,2022-12-14,958.32
KRW,2022-12-14,1
CNY,2022-12-15,186.46
JPY,2022-12-15,959.69
KRW,2022-12-15,1
USD,2022-12-15,1300
KRW,2022-12-16,1
USD,2022-12-16,1307
CNY,2022-12-16,189.14
JPY,2022-12-16,952.62
CNY,2022-12-19,187.86
JPY,2022-12-19,955.63
KRW,2022-12-19,1
USD,2022-12-19,1302
CNY,2022-12-20,186.55
JPY,2022-12-20,968.98
KRW,2022-12-20,1
USD,2022-12-20,1290
USD,2022-12-21,1284
KRW,2022-12-21,1
CNY,2022-12-21,184.44
JPY,2022-12-21,973.13
CNY,2022-12-22,183.63
JPY,2022-12-22,966.76
KRW,2022-12-22,1
USD,2022-12-22,1274
CNY,2022-12-23,184.56
JPY,2022-12-23,967.38
KRW,2022-12-23,1
USD,2022-12-23,1281
USD,2022-12-26,1277
JPY,2022-12-26,961.49
CNY,2022-12-26,183.27
KRW,2022-12-26,1
CNY,2022-12-27,183.14
JPY,2022-12-27,956.97
KRW,2022-12-27,1
USD,2022-12-27,1271
CNY,2022-12-28,182.9
JPY,2022-12-28,946.94
KRW,2022-12-28,1
USD,2022-12-28,1269
USD,2022-12-29,1266
KRW,2022-12-29,1
CNY,2022-12-29,182.56
JPY,2022-12-29,947.18
CNY,2022-12-30,181.09
JPY,2022-12-30,948.44
KRW,2022-12-30,1
USD,2022-12-30,1261
CNY,2023-01-02,182.65
JPY,2023-01-02,972.14
KRW,2023-01-02,1
USD,2023-01-02,1272
USD,2023-01-03,1270
CNY,2023-01-03,184.1
JPY,2023-01-03,976.7
KRW,2023-01-03,1
CNY,2023-01-04,184.97
JPY,2023-01-04,969.93
KRW,2023-01-04,1
USD,2023-01-04,1271
CNY,2023-01-05,184.65
JPY,2023-01-05,957.56
KRW,2023-01-05,1
USD,2023-01-05,1268
USD,2023-01-06,1267
CNY,2023-01-06,185.27
JPY,2023-01-06,945.88
KRW,2023-01-06,1
CNY,2023-01-09,183.38
JPY,2023-01-09,946.31
KRW,2023-01-09,1
USD,2023-01-09,1246
USD,2023-01-10,1244
KRW,2023-01-10,1
CNY,2023-01-10,183.1
JPY,2023-01-10,943.82
JPY,2023-01-11,942.65
KRW,2023-01-11,1
USD,2023-01-11,1246
CNY,2023-01-11,183.23
CNY,2023-01-12,183.6
JPY,2023-01-12,944.1
KRW,2023-01-12,1
USD,2023-01-12,1243
USD,2023-01-13,1242
CNY,2023-01-13,183.72
JPY,2023-01-13,964.29
KRW,2023-01-13,1
CNY,2023-01-16,184.7
JPY,2023-01-16,964.7
KRW,2023-01-16,1
USD,2023-01-16,1234
CNY,2023-01-17,184.3
JPY,2023-01-17,964.26
KRW,2023-01-17,1
USD,2023-01-17,1237
USD,2023-01-18,1237
KRW,2023-01-18,1
CNY,2023-01-18,182.62
JPY,2023-01-18,945.5
CNY,2023-01-19,183.45
JPY,2023-01-19,962.33
KRW,2023-01-19,1
USD,2023-01-19,1234
CNY,2023-01-20,181.95
JPY,2023-01-20,963.13
KRW,2023-01-20,1
USD,2023-01-20,1237
USD,2023-01-25,1234
KRW,2023-01-25,1
CNY,2023-01-25,181.89
JPY,2023-01-25,948.61
CNY,2023-01-26,181.74
JPY,2023-01-26,952.9
KRW,2023-01-26,1
USD,2023-01-26,1233
CNY,2023-01-27,181.6
JPY,2023-01-27,947.15
KRW,2023-01-27,1
USD,2023-01-27,1232
USD,2023-01-30,1230
CNY,2023-01-30,181.3
JPY,2023-01-30,947.36
KRW,2023-01-30,1
CNY,2023-01-31,182.54
JPY,2023-01-31,944.75
KRW,2023-01-31,1
USD,2023-01-31,1232
CNY,2023-02-01,182.69
JPY,2023-02-01,948.61
KRW,2023-02-01,1
USD,2023-02-01,1234
USD,2023-02-02,1218
KRW,2023-02-02,1
CNY,2023-02-02,181.26
JPY,2023-02-02,946.64
CNY,2023-02-03,181.96
JPY,2023-02-03,955.01
KRW,2023-02-03,1
USD,2023-02-03,1229
CNY,2023-02-06,184.21
JPY,2023-02-06,946.19
KRW,2023-02-06,1
USD,2023-02-06,1252
USD,2023-02-07,1257
CNY,2023-02-07,185.57
JPY,2023-02-07,947.5
KRW,2023-02-07,1
CNY,2023-02-08,184.91
JPY,2023-02-08,960.99
KRW,2023-02-08,1
USD,2023-02-08,1260
CNY,2023-02-09,185.74
JPY,2023-02-09,960.29
KRW,2023-02-09,1
USD,2023-02-09,1261
USD,2023-02-10,1265
CNY,2023-02-10,186.57
JPY,2023-02-10,962.23
KRW,2023-02-10,1
CNY,2023-02-13,186.36
JPY,2023-02-13,967.28
KRW,2023-02-13,1
USD,2023-02-13,1277
KRW,2023-02-14,1
USD,2023-02-14,1269
JPY,2023-02-14,962.02
CNY,2023-02-14,186.58
USD,2023-02-15,1281
CNY,2023-02-15,186.47
JPY,2023-02-15,962.43
KRW,2023-02-15,1
JPY,2023-02-16,956.54
USD,2023-02-16,1281
CNY,2023-02-16,187.52
KRW,2023-02-16,1
CNY,2023-02-17,187.89
JPY,2023-02-17,966.2
KRW,2023-02-17,1
USD,2023-02-17,1301
KRW,2023-02-20,1
USD,2023-02-20,1296
CNY,2023-02-20,188.72
JPY,2023-02-20,965.08
JPY,2023-02-21,965.96
KRW,2023-02-21,1
USD,2023-02-21,1297
CNY,2023-02-21,189.21
CNY,2023-02-22,189.86
JPY,2023-02-22,966.88
KRW,2023-02-22,1
USD,2023-02-22,1305
USD,2023-02-23,1295
JPY,2023-02-23,960.15
CNY,2023-02-23,189.06
KRW,2023-02-23,1
CNY,2023-02-24,187.9
JPY,2023-02-24,967.56
KRW,2023-02-24,1
USD,2023-02-24,1302
CNY,2023-02-27,189.04
JPY,2023-02-27,970.19
KRW,2023-02-27,1
USD,2023-02-27,1323
USD,2023-02-28,1322
CNY,2023-02-28,189.78
JPY,2023-02-28,970.74
KRW,2023-02-28,1
CNY,2023-03-02,190.13
JPY,2023-03-02,961.73
KRW,2023-03-02,1
USD,2023-03-02,1314
USD,2023-03-03,1300
KRW,2023-03-03,1
CNY,2023-03-03,189.73
JPY,2023-03-03,950.88
CNY,2023-03-06,187.63
JPY,2023-03-06,953.75
KRW,2023-03-06,1
USD,2023-03-06,1296
CNY,2023-03-07,187.6
JPY,2023-03-07,956.62
KRW,2023-03-07,1
USD,2023-03-07,1300
USD,2023-03-08,1321
KRW,2023-03-08,1
CNY,2023-03-08,189.15
JPY,2023-03-08,958.98
CNY,2023-03-09,189.46
JPY,2023-03-09,962.76
KRW,2023-03-09,1
USD,2023-03-09,1321
CNY,2023-03-10,190.39
JPY,2023-03-10,970.01
KRW,2023-03-10,1
USD,2023-03-10,1326
USD,2023-03-13,1300
CNY,2023-03-13,191.14
JPY,2023-03-13,969.12
KRW,2023-03-13,1
CNY,2023-03-14,189.44
JPY,2023-03-14,978.27
KRW,2023-03-14,1
USD,2023-03-14,1309
CNY,2023-03-15,190.07
JPY,2023-03-15,969.65
KRW,2023-03-15,1
USD,2023-03-15,1302
USD,2023-03-16,1311
CNY,2023-03-16,190.38
JPY,2023-03-16,988.49
KRW,2023-03-16,1
CNY,2023-03-17,188.75
JPY,2023-03-17,975.83
KRW,2023-03-17,1
USD,2023-03-17,1302
USD,2023-03-20,1313
KRW,2023-03-20,1
CNY,2023-03-20,190.08
JPY,2023-03-20,998.18
JPY,2023-03-21,997.22
KRW,2023-03-21,1
USD,2023-03-21,1310
CNY,2023-03-21,189.87
CNY,2023-03-22,189.42
JPY,2023-03-22,988.77
KRW,2023-03-22,1
USD,2023-03-22,1308
USD,2023-03-23,1279
CNY,2023-03-23,188.8
JPY,2023-03-23,977.46
KRW,2023-03-23,1
CNY,2023-03-24,188.57
JPY,2023-03-24,989.41
KRW,2023-03-24,1
USD,2023-03-24,1294
CNY,2023-03-27,188.56
JPY,2023-03-27,989.41
KRW,2023-03-27,1
USD,2023-03-27,1299
USD,2023-03-28,1299
KRW,2023-03-28,1
CNY,2023-03-28,188.67
JPY,2023-03-28,992.51
CNY,2023-03-29,188.66
JPY,2023-03-29,986.2
KRW,2023-03-29,1
USD,2023-03-29,1301
CNY,2023-03-30,189.78
JPY,2023-03-30,978.86
KRW,2023-03-30,1
USD,2023-03-30,1299
USD,2023-03-31,1301
KRW,2023-03-31,1
CNY,2023-03-31,188.74
JPY,2023-03-31,979.15
CNY,2023-04-03,190.13
JPY,2023-04-03,985.72
KRW,2023-04-03,1
USD,2023-04-03,1318
CNY,2023-04-04,190.32
JPY,2023-04-04,988.85
KRW,2023-04-04,1
USD,2023-04-04,1313
USD,2023-04-05,1313
CNY,2023-04-05,190.85
JPY,2023-04-05,997.08
KRW,2023-04-05,1
CNY,2023-04-06,191.43
JPY,2023-04-06,1005.23
KRW,2023-04-06,1
USD,2023-04-06,1317
CNY,2023-04-07,191.69
JPY,2023-04-07,999.24
KRW,2023-04-07,1
USD,2023-04-07,1318
USD,2023-04-10,1320
KRW,2023-04-10,1
CNY,2023-04-10,191.55
JPY,2023-04-10,996.23
CNY,2023-04-11,192.11
JPY,2023-04-11,989.78
KRW,2023-04-11,1
USD,2023-04-11,1322
CNY,2023-04-12,191.96
JPY,2023-04-12,992.18
KRW,2023-04-12,1
USD,2023-04-12,1326
USD,2023-04-13,1311
CNY,2023-04-13,192.45
JPY,2023-04-13,985.42
KRW,2023-04-13,1
CNY,2023-04-14,189.57
JPY,2023-04-14,979.07
KRW,2023-04-14,1
USD,2023-04-14,1298
CNY,2023-04-17,189.78
JPY,2023-04-17,979.58
KRW,2023-04-17,1
USD,2023-04-17,1312
USD,2023-04-18,1319
CNY,2023-04-18,191.73
JPY,2023-04-18,981
KRW,2023-04-18,1
CNY,2023-04-19,191.83
JPY,2023-04-19,983.27
KRW,2023-04-19,1
USD,2023-04-19,1323
KRW,2023-04-20,1
USD,2023-04-20,1322
CNY,2023-04-20,193.16
JPY,2023-04-20,981.04
JPY,2023-04-21,989.9
KRW,2023-04-21,1
USD,2023-04-21,1328
CNY,2023-04-21,192.64
CNY,2023-04-24,193.09
JPY,2023-04-24,996.16
KRW,2023-04-24,1
USD,2023-04-24,1335
USD,2023-04-25,1333
CNY,2023-04-25,193.29
JPY,2023-04-25,993.92
KRW,2023-04-25,1
CNY,2023-04-26,193.44
JPY,2023-04-26,1000.19
KRW,2023-04-26,1
USD,2023-04-26,1337
CNY,2023-04-27,193.17
JPY,2023-04-27,1002.13
KRW,2023-04-27,1
USD,2023-04-27,1338
USD,2023-04-28,1340
KRW,2023-04-28,1
CNY,2023-04-28,193.54
JPY,2023-04-28,992.74
CNY,2023-05-02,194.16
JPY,2023-05-02,973.2
KRW,2023-05-02,1
USD,2023-05-02,1338
CNY,2023-05-03,194.3
JPY,2023-05-03,981.46
KRW,2023-05-03,1
USD,2023-05-03,1339
USD,2023-05-04,1323
KRW,2023-05-04,1
CNY,2023-05-04,193.14
JPY,2023-05-04,983.24
CNY,2023-05-08,190.73
JPY,2023-05-08,978.21
KRW,2023-05-08,1
USD,2023-05-08,1322
CNY,2023-05-09,191.11
JPY,2023-05-09,978.26
KRW,2023-05-09,1
USD,2023-05-09,1321
USD,2023-05-10,1326
CNY,2023-05-10,191.61
JPY,2023-05-10,980.44
KRW,2023-05-10,1
CNY,2023-05-11,190.1
JPY,2023-05-11,988.7
KRW,2023-05-11,1
USD,2023-05-11,1326
CNY,2023-05-12,191.55
JPY,2023-05-12,992.79
KRW,2023-05-12,1
USD,2023-05-12,1335
USD,2023-05-15,1334
KRW,2023-05-15,1
CNY,2023-05-15,192.87
JPY,2023-05-15,982.51
CNY,2023-05-16,192.17
JPY,2023-05-16,982.24
KRW,2023-05-16,1
USD,2023-05-16,1336
CNY,2023-05-17,192.45
JPY,2023-05-17,981.49
KRW,2023-05-17,1
USD,2023-05-17,1339
USD,2023-05-18,1334
CNY,2023-05-18,190.61
JPY,2023-05-18,969.51
KRW,2023-05-18,1
CNY,2023-05-19,189.75
JPY,2023-05-19,957.88
KRW,2023-05-19,1
USD,2023-05-19,1327
CNY,2023-05-22,189.22
JPY,2023-05-22,957.74
KRW,2023-05-22,1
USD,2023-05-22,1318
USD,2023-05-23,1314
CNY,2023-05-23,186.76
JPY,2023-05-23,948.22
KRW,2023-05-23,1
CNY,2023-05-24,187.35
JPY,2023-05-24,951.35
KRW,2023-05-24,1
USD,2023-05-24,1318
KRW,2023-05-25,1
USD,2023-05-25,1324
CNY,2023-05-25,186.95
JPY,2023-05-25,950.98
JPY,2023-05-26,948.3
USD,2023-05-26,1327
CNY,2023-05-26,188.03
KRW,2023-05-26,1
CNY,2023-05-30,187.2
JPY,2023-05-30,942.58
KRW,2023-05-30,1
USD,2023-05-30,1324
USD,2023-05-31,1324
KRW,2023-05-31,1
JPY,2023-05-31,947.27
CNY,2023-05-31,186.45
JPY,2023-06-01,947.23
KRW,2023-06-01,1
USD,2023-06-01,1323
CNY,2023-06-01,186.04
CNY,2023-06-02,185.22
JPY,2023-06-02,941.16
KRW,2023-06-02,1
USD,2023-06-02,1306
USD,2023-06-05,1307
KRW,2023-06-05,1
CNY,2023-06-05,184.48
JPY,2023-06-05,932.74
CNY,2023-06-07,182.6
JPY,2023-06-07,934.2
KRW,2023-06-07,1
USD,2023-06-07,1304
CNY,2023-06-08,183.61
JPY,2023-06-08,931.84
KRW,2023-06-08,1
USD,2023-06-08,1305
USD,2023-06-09,1293
JPY,2023-06-09,931.25
CNY,2023-06-09,182.37
KRW,2023-06-09,1
CNY,2023-06-12,180.69
JPY,2023-06-12,926.73
KRW,2023-06-12,1
USD,2023-06-12,1292
CNY,2023-06-13,179.84
JPY,2023-06-13,912.77
KRW,2023-06-13,1
USD,2023-06-13,1273
USD,2023-06-14,1277
JPY,2023-06-14,911.13
CNY,2023-06-14,177.04
KRW,2023-06-14,1
JPY,2023-06-15,905.94
KRW,2023-06-15,1
USD,2023-06-15,1279
CNY,2023-06-15,177.98
CNY,2023-06-16,178.35
JPY,2023-06-16,905.47
KRW,2023-06-16,1
USD,2023-06-16,1274
USD,2023-06-19,1282
CNY,2023-06-19,179.33
JPY,2023-06-19,903.48
KRW,2023-06-19,1
CNY,2023-06-20,179.16
JPY,2023-06-20,901.12
KRW,2023-06-20,1
USD,2023-06-20,1279
CNY,2023-06-21,179.35
JPY,2023-06-21,910.76
KRW,2023-06-21,1
USD,2023-06-21,1292
USD,2023-06-22,1293
JPY,2023-06-22,912.56
CNY,2023-06-22,179.55
KRW,2023-06-22,1
CNY,2023-06-23,180.8
JPY,2023-06-23,910.08
KRW,2023-06-23,1
USD,2023-06-23,1302
CNY,2023-06-26,182.33
JPY,2023-06-26,908.96
KRW,2023-06-26,1
USD,2023-06-26,1305
USD,2023-06-27,1298
JPY,2023-06-27,905.07
CNY,2023-06-27,180.45
KRW,2023-06-27,1
CNY,2023-06-28,179.92
JPY,2023-06-28,908.05
KRW,2023-06-28,1
USD,2023-06-28,1307
CNY,2023-06-29,180.7
JPY,2023-06-29,912.14
KRW,2023-06-29,1
USD,2023-06-29,1317
JPY,2023-06-30,911.26
USD,2023-06-30,1319
CNY,2023-06-30,182.42
KRW,2023-06-30,1
USD,2023-07-03,1308
CNY,2023-07-03,181.6
JPY,2023-07-03,905.97
KRW,2023-07-03,1
JPY,2023-07-04,900.04
KRW,2023-07-04,1
USD,2023-07-04,1302
CNY,2023-07-04,180.37
CNY,2023-07-05,179.64
JPY,2023-07-05,899.75
KRW,2023-07-05,1
USD,2023-07-05,1300
USD,2023-07-06,1301
CNY,2023-07-06,180.07
JPY,2023-07-06,903.85
KRW,2023-07-06,1
CNY,2023-07-07,180.54
JPY,2023-07-07,906.34
KRW,2023-07-07,1
USD,2023-07-07,1305
CNY,2023-07-10,180.03
JPY,2023-07-10,913.1
KRW,2023-07-10,1
USD,2023-07-10,1304
USD,2023-07-11,1292
KRW,2023-07-11,1
CNY,2023-07-11,179.76
JPY,2023-07-11,918.14
CNY,2023-07-12,179.2
JPY,2023-07-12,921.98
KRW,2023-07-12,1
USD,2023-07-12,1288
CNY,2023-07-13,177.92
JPY,2023-07-13,921.08
KRW,2023-07-13,1
USD,2023-07-13,1275
USD,2023-07-14,1263
KRW,2023-07-14,1
CNY,2023-07-14,177.18
JPY,2023-07-14,919.35
CNY,2023-07-17,177.7
JPY,2023-07-17,911.42
KRW,2023-07-17,1
USD,2023-07-17,1265
CNY,2023-07-18,176.52
JPY,2023-07-18,909.91
KRW,2023-07-18,1
USD,2023-07-18,1262
USD,2023-07-19,1266
CNY,2023-07-19,176.32
JPY,2023-07-19,911.48
KRW,2023-07-19,1
CNY,2023-07-20,175.46
JPY,2023-07-20,907.89
KRW,2023-07-20,1
USD,2023-07-20,1268
CNY,2023-07-21,178.2
JPY,2023-07-21,916.66
KRW,2023-07-21,1
USD,2023-07-21,1283
USD,2023-07-24,1280
KRW,2023-07-24,1
CNY,2023-07-24,179.2
JPY,2023-07-24,903.41
CNY,2023-07-25,178.12
JPY,2023-07-25,901.61
KRW,2023-07-25,1
USD,2023-07-25,1276
CNY,2023-07-26,178.81
JPY,2023-07-26,905.45
KRW,2023-07-26,1
USD,2023-07-26,1276
USD,2023-07-27,1276
CNY,2023-07-27,177.88
JPY,2023-07-27,912.34
KRW,2023-07-27,1
CNY,2023-07-28,178.98
JPY,2023-07-28,916.34
KRW,2023-07-28,1
USD,2023-07-28,1276
CNY,2023-07-31,178.34
JPY,2023-07-31,901.12
KRW,2023-07-31,1
USD,2023-07-31,1275
USD,2023-08-01,1281
CNY,2023-08-01,178.79
JPY,2023-08-01,900.24
KRW,2023-08-01,1
CNY,2023-08-02,179.59
JPY,2023-08-02,907.41
KRW,2023-08-02,1
USD,2023-08-02,1297
USD,2023-08-03,1299
CNY,2023-08-03,180.63
JPY,2023-08-03,903.34
KRW,2023-08-03,1
JPY,2023-08-04,916.77
USD,2023-08-04,1307
CNY,2023-08-04,181.27
KRW,2023-08-04,1
CNY,2023-08-07,182.13
JPY,2023-08-07,920.53
KRW,2023-08-07,1
USD,2023-08-07,1306
KRW,2023-08-08,1
USD,2023-08-08,1316
CNY,2023-08-08,181.85
JPY,2023-08-08,920.22
JPY,2023-08-09,919.15
KRW,2023-08-09,1
USD,2023-08-09,1317
CNY,2023-08-09,182.47
CNY,2023-08-10,182.53
JPY,2023-08-10,915.89
KRW,2023-08-10,1
USD,2023-08-10,1316
USD,2023-08-11,1323
JPY,2023-08-11,913.71
CNY,2023-08-11,182.74
KRW,2023-08-11,1
CNY,2023-08-14,183.89
JPY,2023-08-14,918.53
KRW,2023-08-14,1
USD,2023-08-14,1331
CNY,2023-08-16,183.86
JPY,2023-08-16,919.55
KRW,2023-08-16,1
USD,2023-08-16,1339
USD,2023-08-17,1342
CNY,2023-08-17,183.88
JPY,2023-08-17,917.32
KRW,2023-08-17,1
CNY,2023-08-18,183.78
JPY,2023-08-18,916.92
KRW,2023-08-18,1
USD,2023-08-18,1336
USD,2023-08-21,1340
KRW,2023-08-21,1
CNY,2023-08-21,184.03
JPY,2023-08-21,921.88
CNY,2023-08-22,183.88
JPY,2023-08-22,913.72
KRW,2023-08-22,1
USD,2023-08-22,1336
CNY,2023-08-23,183.71
JPY,2023-08-23,916.2
KRW,2023-08-23,1
USD,2023-08-23,1336
USD,2023-08-24,1320
KRW,2023-08-24,1
CNY,2023-08-24,182.46
JPY,2023-08-24,911.95
CNY,2023-08-25,182.44
JPY,2023-08-25,906.88
KRW,2023-08-25,1
USD,2023-08-25,1324
CNY,2023-08-28,181.76
JPY,2023-08-28,901.18
KRW,2023-08-28,1
USD,2023-08-28,1321
USD,2023-08-29,1320
CNY,2023-08-29,181.61
JPY,2023-08-29,901.42
KRW,2023-08-29,1
CNY,2023-08-30,181.31
JPY,2023-08-30,905.32
KRW,2023-08-30,1
USD,2023-08-30,1320
CNY,2023-08-31,181.61
JPY,2023-08-31,906.16
KRW,2023-08-31,1
USD,2023-08-31,1323
USD,2023-09-01,1318
CNY,2023-09-01,182.68
JPY,2023-09-01,905.69
KRW,2023-09-01,1
CNY,2023-09-04,181.92
JPY,2023-09-04,901.44
KRW,2023-09-04,1
USD,2023-09-04,1317
USD,2023-09-05,1327
KRW,2023-09-05,1
JPY,2023-09-05,905.71
CNY,2023-09-05,181.36
USD,2023-09-06,1332
CNY,2023-09-06,182.36
